Country;Province;City;Suburb;Box_Code;Street_Code
South Africa;Eastern Cape;ABERDEEN;ABERDEEN TSP;6270;6270
South Africa;Eastern Cape;ABERDEEN;HOBSONVILLE;;6270
South Africa;Eastern Cape;ABERDEEN;LOTUSVILLE;;6270
South Africa;Eastern Cape;ABERDEEN;SUIDLOKASIE;;6270
South Africa;Eastern Cape;ABERDEEN;THEMBALESIZWE;;6270
South Africa;Eastern Cape;ABERDEEN;ABERDEEN;6270;6270
South Africa;Mpumalanga;ACORNHOEK;MURHOTSO;1378;
South Africa;Mpumalanga;ACORNHOEK;ROOIBOKLAAGTE;1375;1375
South Africa;Mpumalanga;ACORNHOEK;KHOKHOVELA;1367;
South Africa;Mpumalanga;ACORNHOEK;SOEKNOG;1227;
South Africa;Mpumalanga;ACORNHOEK;THULAMAHASHE;1365;1365
South Africa;Mpumalanga;ACORNHOEK;WALES;1280;1280
South Africa;Mpumalanga;ACORNHOEK;CASTEEL;1370;1370
South Africa;Mpumalanga;ACORNHOEK;COTTONDALE;1361;
South Africa;Mpumalanga;ACORNHOEK;DINGLEDALE;1360;
South Africa;Mpumalanga;ACORNHOEK;BROOKLYN;1360;
South Africa;Mpumalanga;ACORNHOEK;BUFFELSHOEK;1360;1360
South Africa;Mpumalanga;ACORNHOEK;HUMULANI;1360;
South Africa;Mpumalanga;ACORNHOEK;KA JOSEFA;1360;
South Africa;Mpumalanga;ACORNHOEK;MAANAWE;1360;
South Africa;Mpumalanga;ACORNHOEK;MACK AND GRANDS;1360;
South Africa;Mpumalanga;ACORNHOEK;MALITSHEGO;1360;
South Africa;Mpumalanga;ACORNHOEK;MALUNGANA;1360;
South Africa;Mpumalanga;ACORNHOEK;NGQUMATHINI;1360;
South Africa;Mpumalanga;ACORNHOEK;PHAAHLEDI;1360;
South Africa;Mpumalanga;ACORNHOEK;TIMBAVATI;1360;
South Africa;Mpumalanga;ACORNHOEK;GREEN VALLEY;1360;1360
South Africa;Mpumalanga;ACORNHOEK;MOLORO;1280;1280
South Africa;Mpumalanga;ACORNHOEK;CHOHOCHO;1242;1242
South Africa;Eastern Cape;ADDO;ADDO;6105;6105
South Africa;Eastern Cape;ADDO;KWA NOMATHAMSANQA;6105;
South Africa;Eastern Cape;ADDO;SUMMERVILLE;6107;
South Africa;Eastern Cape;ADDO;SUNLAND;6115;
South Africa;Eastern Cape;ADDO;VALENTIA;6105;
South Africa;Eastern Cape;ADDO;ZWELITSHA;6105;
South Africa;Eastern Cape;ADDO;ELEPHANT PARK;6109;
South Africa;Eastern Cape;ADDO;VALENCIA;;6105
South Africa;Eastern Cape;ADELAIDE;ILINGE LETHU;5760;
South Africa;Eastern Cape;ADELAIDE;BEZUIDENHOUTVILLE;;5760
South Africa;Eastern Cape;ADELAIDE;ADELAIDE;5760;5760
South Africa;Eastern Cape;ADENDORP;ADENDORP;6282;6282
South Africa;Eastern Cape;ADENDORP;MNANDI VILLAGE;6282;
South Africa;Northern Cape;AGGENEYS;PELLA;8891;8891
South Africa;Western Cape;ALBERTINIA;GOURITSMOND;6696;6696
South Africa;Western Cape;ALBERTINIA;RAINBOW VILLAGE;;6695
South Africa;Western Cape;ALBERTINIA;THERONSVILLE;;6695
South Africa;Western Cape;ALBERTINIA;ALBERTINIA;6695;6695
South Africa;Gauteng;ALBERTON;MEYERSDAL;1447;1448
South Africa;Gauteng;ALBERTON;BRACKENDOWNS;1454;1448
South Africa;Gauteng;ALBERTON;EDEN PARK;1455;1458
South Africa;Gauteng;ALBERTON;ALBERTON NORTH;1456;1449
South Africa;Gauteng;ALBERTON;RANDHART;1457;1449
South Africa;Gauteng;ALBERTON;PALM RIDGE EXT 2;;1458
South Africa;Gauteng;ALBERTON;ELANDSHAVEN;;1449
South Africa;Gauteng;ALBERTON;RANDHART EXT;;1449
South Africa;Gauteng;ALBERTON;BRACKEN GARDENS;1452;1448
South Africa;Gauteng;ALBERTON;ALRODE;1451;1451
South Africa;Gauteng;ALBERTON;VERWOERDPARK;1453;1449
South Africa;Gauteng;ALBERTON;VERWOERDPARK EXT;1453;1449
South Africa;Gauteng;ALBERTON;ALBERANTE;;1449
South Africa;Gauteng;ALBERTON;ALBERANTE EXT 1;;1449
South Africa;Gauteng;ALBERTON;ALBERTON EXT 28;;1449
South Africa;Gauteng;ALBERTON;ALBERTSDAL;1448;1448
South Africa;Gauteng;ALBERTON;ALBERTSDAL EXT 6;;1448
South Africa;Gauteng;ALBERTON;ALBERTSDAL EXT 17;;1448
South Africa;Gauteng;ALBERTON;ALBERTSDAL EXT 18;;1448
South Africa;Gauteng;ALBERTON;BRACKENHURST;;1448
South Africa;Gauteng;ALBERTON;EDEN PARK EXT 1;;1458
South Africa;Gauteng;ALBERTON;FLORENTIA;;1449
South Africa;Gauteng;ALBERTON;GENERAAL ALBERTSPARK;;1449
South Africa;Gauteng;ALBERTON;MABALIA;;1448
South Africa;Gauteng;ALBERTON;MAYBERRY PARK;1481;1448
South Africa;Gauteng;ALBERTON;MAYBERRY PARK EXT 1;;1448
South Africa;Gauteng;ALBERTON;NEW REDRUTH;;1449
South Africa;Gauteng;ALBERTON;NEWMARKET;;1449
South Africa;Gauteng;ALBERTON;NEWMARKET PARK;;1449
South Africa;Gauteng;ALBERTON;NEWMARKET PARK EXT 1;;1449
South Africa;Gauteng;ALBERTON;PALM RIDGE;1488;1458
South Africa;Gauteng;ALBERTON;BRACKENDOWNS EXT 5;;1448
South Africa;Gauteng;ALBERTON;BRACKENDOWNS EXT 4;;1448
South Africa;Gauteng;ALBERTON;BRACKENDOWNS EXT 3;;1448
South Africa;Gauteng;ALBERTON;BRACKENDOWNS EXT 1;;1448
South Africa;Gauteng;ALBERTON;BRACKENDOWNS EXT 2;;1448
South Africa;Gauteng;ALBERTON;BRACKENHURST EXT 1;;1448
South Africa;Gauteng;ALBERTON;BRACKENHURST EXT 2;;1448
South Africa;Gauteng;ALBERTON;RACEVIEW;;1449
South Africa;Gauteng;ALBERTON;SOUTH CREST;;1449
South Africa;Gauteng;ALBERTON;RANDHART EXT 4;;1449
South Africa;Gauteng;ALBERTON;RANDHART EXT 1;;1449
South Africa;Gauteng;ALBERTON;RANDHART EXT 2;;1449
South Africa;Gauteng;ALBERTON;VERWOERDPARK EXT 2;;1449
South Africa;Gauteng;ALBERTON;PALM RIDGE EXT 1;;1458
South Africa;Gauteng;ALBERTON;MEYERSDAL EXT 17;;1448
South Africa;Gauteng;ALBERTON;PALM RIDGE EXT 6;1458;1458
South Africa;Gauteng;ALBERTON;MEYERSDAL EXT 14;1447;1447
South Africa;Gauteng;ALBERTON;MEYERSDAL CREST;1452;1448
South Africa;Gauteng;ALBERTON;MEYERSIG ESTATE;1454;1448
South Africa;Gauteng;ALBERTON;MEYERSDAL EXT 13;1450;1447
South Africa;Gauteng;ALBERTON;PALM RIDGE EXT 8;;1458
South Africa;Gauteng;ALBERTON;VERWOERDPARK EXT 7;1453;1449
South Africa;Gauteng;ALBERTON;PALM RIDGE EXT 7;1488;1458
South Africa;Gauteng;ALBERTON;ALBERTSDAL EXT 8;;1448
South Africa;Gauteng;ALBERTON;MEYERSDAL EXT 12;1447;1448
South Africa;Gauteng;ALBERTON;MEYERSDAL NATURE ESTATE;;1448
South Africa;Gauteng;ALBERTON;MEYERSDAL EXT 11;1447;1448
South Africa;Gauteng;ALBERTON;SOUTH CREST EXT 6;;1449
South Africa;Gauteng;ALBERTON;EDEN PARK EXT 5;1455;1458
South Africa;Gauteng;ALBERTON;PALM RIDGE EXT 4;1458;1458
South Africa;Gauteng;ALBERTON;VERWOERDPARK EXT 4;1453;1449
South Africa;Gauteng;ALBERTON;ALBERTSDAL EXT 22;;1448
South Africa;Gauteng;ALBERTON;VERWOERDPARK EXT 5;1453;1449
South Africa;Gauteng;ALBERTON;FLORENTIA EXT 4;1449;1449
South Africa;Gauteng;ALBERTON;SOUTH CREST EXT 3;1449;1449
South Africa;Gauteng;ALBERTON;VERWOERDPARK EXT 1;1453;1449
South Africa;Gauteng;ALBERTON;PALM RIDGE EXT 3;1455;1458
South Africa;Gauteng;ALBERTON;ALBERTSDAL EXT 30;1448;1448
South Africa;Gauteng;ALBERTON;MEYERSDAL EXT 27;1447;1448
South Africa;Gauteng;ALBERTON;MEYERSDAL EXT 21;1447;1448
South Africa;Gauteng;ALBERTON;VERWOERDPARK EXT 3;1453;1449
South Africa;Gauteng;ALBERTON;WATERVALSPRUIT;1450;1449
South Africa;Gauteng;ALBERTON;WATERVALSPRUIT EXT 10;1450;1449
South Africa;Northern Cape;ALEXANDER BAY;KUBOES;8292;
South Africa;Northern Cape;ALEXANDER BAY;ALEXANDER BAY;8290;
South Africa;Northern Cape;ALEXANDER BAY;DRYFSAND;8294;
South Africa;Northern Cape;ALEXANDER BAY;ORANJESIG;;8290
South Africa;Gauteng;ALEXANDRA;FAR EAST BANK EXT 8;;2090
South Africa;Gauteng;ALEXANDRA;FAR EAST BANK;;2090
South Africa;Gauteng;ALEXANDRA;FAR EAST BANK EXT 7;;2090
South Africa;Eastern Cape;ALEXANDRIA;NONQUBELA LOC;6185;
South Africa;Eastern Cape;ALEXANDRIA;BOKNESSTRAND;6189;
South Africa;Eastern Cape;ALEXANDRIA;CANNON ROCKS;6186;
South Africa;Eastern Cape;ALEXANDRIA;ZUNEY;6187;
South Africa;Eastern Cape;ALEXANDRIA;NOORDHEUWEL;;6185
South Africa;Eastern Cape;ALEXANDRIA;WENTZEL PARK;;6185
South Africa;Eastern Cape;ALEXANDRIA;ALEXANDRIA;6185;6185
South Africa;Eastern Cape;ALICE;NGCWAZI;5708;
South Africa;Eastern Cape;ALICE;HALA;5702;
South Africa;Eastern Cape;ALICE;KRWAKRWA;5703;
South Africa;Eastern Cape;ALICE;MAVUSO;5706;
South Africa;Eastern Cape;ALICE;LOVEDALE;5700;
South Africa;Eastern Cape;ALICE;ALICE EXT 8;;5700
South Africa;Eastern Cape;ALICE;HAPPY REST EXT;;5700
South Africa;Eastern Cape;ALICE;NONZWAKAZI;;5780
South Africa;Eastern Cape;ALICE;KHAYAMNANDI;5705;
South Africa;Eastern Cape;ALICE;FORT HARE;5701;
South Africa;Eastern Cape;ALICE;ALICE;5700;5700
South Africa;Eastern Cape;ALICE;AMATHOLE BASIN;5711;
South Africa;Eastern Cape;ALICE;AMATHOLE VALLEY;5616;5616
South Africa;Eastern Cape;ALICE;GOLF COURSE;5700;5700
South Africa;Eastern Cape;ALICEDALE;KWANONZWAKAZI;;6135
South Africa;Eastern Cape;ALICEDALE;TRANSRIVIERE;;6135
South Africa;Eastern Cape;ALICEDALE;ALICEDALE;6135;6135
South Africa;Eastern Cape;ALIWAL NORTH;DUKATHOLE;9752;9750
South Africa;Eastern Cape;ALIWAL NORTH;ROSSOUW;5437;
South Africa;Eastern Cape;ALIWAL NORTH;WILLOWVALE;5040;5040
South Africa;Eastern Cape;ALIWAL NORTH;DALE'S ROCK;9754;
South Africa;Eastern Cape;ALIWAL NORTH;GOEDEMOED;;9750
South Africa;Eastern Cape;ALIWAL NORTH;HILTON;9750;9750
South Africa;Eastern Cape;ALIWAL NORTH;HILTON EXT 6;;9750
South Africa;Eastern Cape;ALIWAL NORTH;VERGENOEG;;9750
South Africa;Eastern Cape;ALIWAL NORTH;ALIWAL NORTH;9750;9750
South Africa;Eastern Cape;ALIWAL NORTH;LADY GREY;9755;9755
South Africa;Eastern Cape;ALIWAL NORTH;SPRINGS;9750;9750
South Africa;Free State;ALLANRIDGE;NYAKALLONG;9492;9490
South Africa;Gauteng;ALLEN'S NEK;ALLEN'S NEK EXT 3;1737;1709
South Africa;Gauteng;ALLEN'S NEK;ALLEN'S NEK EXT 4;1737;1709
South Africa;Gauteng;ALLEN'S NEK;ALLEN'S NEK EXT 36;1737;1709
South Africa;Gauteng;ALLEN'S NEK;ALLEN'S NEK EXT 27;1737;1709
South Africa;Gauteng;ALLEN'S NEK;ALLEN'S NEK EXT 2;1737;1709
South Africa;Gauteng;ALLEN'S NEK;ALLEN'S NEK EXT 1;1737;1709
South Africa;Gauteng;ALLEN'S NEK;ALLEN'S NEK EXT 9;1737;1709
South Africa;Gauteng;ALLEN'S NEK;ALLEN'S NEK EXT 52;1710;1709
South Africa;Gauteng;ALLEN'S NEK;ALLEN'S NEK EXT 23;1737;1709
South Africa;Gauteng;ALRODE;ALRODE EXT 2;1451;
South Africa;Gauteng;ALRODE;ALRODE SOUTH EXT 3;1421;1448
South Africa;Gauteng;ALRODE;BUHLE PARK;1484;1428
South Africa;Gauteng;ALRODE;SOUTHDOWNS;1448;1448
South Africa;Gauteng;ALRODE;ALRODE SOUTH;1451;1448
South Africa;Gauteng;ALRODE;SOUTHDOWNS EXT 1;1448;1448
South Africa;KwaZulu-Natal;AMANZIMTOTI;RAINBOW PARK;;4126
South Africa;KwaZulu-Natal;AMANZIMTOTI;SUNNY PARK;;4126
South Africa;KwaZulu-Natal;AMANZIMTOTI;SIFISO SUPERMARKET;4136;
South Africa;KwaZulu-Natal;AMANZIMTOTI;PHOLA SHOPPING CENTRE;4136;
South Africa;KwaZulu-Natal;AMANZIMTOTI;UMBOGINTWINI;4120;4126
South Africa;KwaZulu-Natal;AMANZIMTOTI;KWAMAKUTA;;4126
South Africa;KwaZulu-Natal;AMANZIMTOTI;DOONSIDE;4135;4126
South Africa;KwaZulu-Natal;AMANZIMTOTI;WARNER BEACH;4140;4126
South Africa;KwaZulu-Natal;AMANZIMTOTI;WINKLESPRUIT;4145;4126
South Africa;KwaZulu-Natal;AMANZIMTOTI;ILLOVO;4150;4126
South Africa;KwaZulu-Natal;AMANZIMTOTI;ILLOVO BEACH;4155;4126
South Africa;KwaZulu-Natal;AMANZIMTOTI;TOTI HEIGHTS;;4126
South Africa;KwaZulu-Natal;AMANZIMTOTI;THUTHUKA;4126;
South Africa;KwaZulu-Natal;AMANZIMTOTI;SPARKSVIEW;4122;
South Africa;KwaZulu-Natal;AMANZIMTOTI;MFUME;4160;
South Africa;KwaZulu-Natal;AMANZIMTOTI;MTUNGWANE;3279;
South Africa;KwaZulu-Natal;AMANZIMTOTI;BONNY RIDGE;4126;
South Africa;KwaZulu-Natal;AMANZIMTOTI;ROYSTON RIDGE;4136;
South Africa;KwaZulu-Natal;AMANZIMTOTI;UMGABABA;4126;4126
South Africa;KwaZulu-Natal;AMANZIMTOTI;INTINYANE;4126;
South Africa;KwaZulu-Natal;AMANZIMTOTI;ATHLONE PARK;;4126
South Africa;KwaZulu-Natal;AMANZIMTOTI;BUENA VISTA;;4126
South Africa;KwaZulu-Natal;AMANZIMTOTI;DOON HEIGHTS;;4126
South Africa;KwaZulu-Natal;AMANZIMTOTI;ILLOVO GLEN;;4126
South Africa;KwaZulu-Natal;AMANZIMTOTI;KINGSBURGH;;4126
South Africa;KwaZulu-Natal;AMANZIMTOTI;LAGOON VIEW;;4126
South Africa;KwaZulu-Natal;AMANZIMTOTI;SHULTON PARK;;4126
South Africa;KwaZulu-Natal;AMANZIMTOTI;ST WINIFREDS;;4126
South Africa;KwaZulu-Natal;AMANZIMTOTI;WHITFIELD PARK;;4126
South Africa;KwaZulu-Natal;AMANZIMTOTI;ADAMS MISSION;4100;4110
South Africa;KwaZulu-Natal;AMANZIMTOTI;RIDGE ROAD;;4126
South Africa;KwaZulu-Natal;AMANZIMTOTI;ILLOVO PHASE 1;4126;4126
South Africa;KwaZulu-Natal;AMANZIMTOTI;BHEKULWANDLE;;4126
South Africa;Eastern Cape;AMATHOLA;RABULA;5672;
South Africa;Eastern Cape;AMATOLA VIEW;AMATOLA VIEW;;5605
South Africa;Eastern Cape;AMATOLEVILLE;AMATOLAVILLE;;4930
South Africa;Mpumalanga;AMERSFOORT;EZAMOKUHLE;2490;
South Africa;Mpumalanga;AMERSFOORT;AMERSFOORT;2490;2490
South Africa;Mpumalanga;AMSTERDAM;DIEPDALE;;2375
South Africa;KwaZulu-Natal;ANERLEY;PRAIRIE PARK;4230;
South Africa;KwaZulu-Natal;ANERLEY;SOUTHPORT;4230;4230
South Africa;KwaZulu-Natal;ANERLEY;SUNWICH PORT;4230;
South Africa;KwaZulu-Natal;ANERLEY;ANERLEY;4230;
South Africa;Free State;ARLINGTON;LERATSWANA;9602;9602
South Africa;Free State;ARLINGTON;ARLINGTON;9602;9602
South Africa;Mpumalanga;ARNOT;RIETKUIL;1097;1097
South Africa;Western Cape;ASHTON;NOORDWES;;6715
South Africa;Western Cape;ASHTON;KARPAD;;6715
South Africa;Western Cape;ASHTON;ZOLANI;;6715
South Africa;Eastern Cape;ASKEATON;ASKEATON;5413;
South Africa;Western Cape;ATHLONE;SILVERTOWN;;7764
South Africa;Western Cape;ATHLONE;FIFTH AVENUE VILLAGE;;7764
South Africa;Western Cape;ATHLONE;ALICEDALE EST;;7764
South Africa;Western Cape;ATHLONE;BELGRAVIA EST;;7764
South Africa;Western Cape;ATHLONE;BOKMAKIERIE;;7764
South Africa;Western Cape;ATHLONE;GLEEMOOR;;7764
South Africa;Western Cape;ATHLONE;GREENHAVEN;;7764
South Africa;Western Cape;ATHLONE;HATTON EST;;7764
South Africa;Western Cape;ATHLONE;HAZENDAL;;7764
South Africa;Western Cape;ATHLONE;HEIDEVELD;;7764
South Africa;Western Cape;ATHLONE;KEWTOWN;;7764
South Africa;Western Cape;ATHLONE;PARKTOWN;;7764
South Africa;Western Cape;ATHLONE;SUNNYSIDE;;7764
South Africa;Western Cape;ATHLONE;SURREY EST;;7764
South Africa;Western Cape;ATHLONE;VANGUARD EST;;7764
South Africa;Western Cape;ATHLONE;WELCOME EST;;7764
South Africa;Western Cape;ATHLONE;HATTON;;7764
South Africa;Western Cape;ATLANTIS;CHATSWORTH;;7354
South Africa;Western Cape;ATLANTIS;RIVERLANDS;;7353
South Africa;Western Cape;ATLANTIS;SAXONSEA EXT 13;;7349
South Africa;Western Cape;ATLANTIS;DASSENBERG;7350;7349
South Africa;Western Cape;ATLANTIS;PELLA MISSIONARY STATION;7348;
South Africa;Western Cape;ATLANTIS;KATZENBERG;7348;
South Africa;Western Cape;ATLANTIS;KLEIN DASSENBERG;7358;
South Africa;Western Cape;ATLANTIS;PHILADELPHIA;7304;
South Africa;Western Cape;ATLANTIS;AVONDALE;;7349
South Africa;Western Cape;ATLANTIS;BEACON HILL;;7349
South Africa;Western Cape;ATLANTIS;ARENDSDALE;7353;7353
South Africa;Western Cape;ATLANTIS;PROTEA PARK;;7349
South Africa;Western Cape;ATLANTIS;ROBINVALE;;7349
South Africa;Western Cape;ATLANTIS;SAXONSEA;;7349
South Africa;Western Cape;ATLANTIS;ATTAWAY;7354;7354
South Africa;Limpopo;ATOK;MOOILEK;749;
South Africa;Limpopo;ATOK;GA-MONOTWANE;749;
South Africa;Gauteng;ATTERIDGEVILLE;ATTERIDGEVILLE EXT 7;;8
South Africa;Gauteng;ATTERIDGEVILLE;ATTERIDGEVILLE EXT 17;;8
South Africa;Gauteng;ATTERIDGEVILLE;SAULSVILLE;125;125
South Africa;Gauteng;ATTERIDGEVILLE;CONCERN;8;8
South Africa;Gauteng;ATTERIDGEVILLE;MATAMELA;8;
South Africa;Gauteng;ATTERIDGEVILLE;MOFOKENG;8;
South Africa;Gauteng;ATTERIDGEVILLE;PHOMOLONG;8;
South Africa;Gauteng;ATTERIDGEVILLE;SAULSVILLE EXT 4;125;125
South Africa;Gauteng;ATTERIDGEVILLE;ATTERIDGEVILLE EXT 2;;8
South Africa;Gauteng;ATTERIDGEVILLE;ATTERIDGEVILLE EXT 3;;8
South Africa;Gauteng;ATTERIDGEVILLE;ATTERIDGEVILLE EXT 4;;8
South Africa;Gauteng;ATTERIDGEVILLE;SAULSVILLE EXT 3;;125
South Africa;Gauteng;ATTERIDGEVILLE;ATTERIDGEVILLE EAST;89;89
South Africa;Gauteng;ATTERIDGEVILLE;ATTERIDGEVILLE WEST EXT 6;;8
South Africa;Gauteng;ATTERIDGEVILLE;ATTERIDGEVILLE EXT 16;;8
South Africa;Gauteng;ATTERIDGEVILLE;ATTERIDGEVILLE EXT 18;;8
South Africa;Gauteng;ATTERIDGEVILLE;ATTERIDGEVILLE EXT 6;8;8
South Africa;Gauteng;ATTERIDGEVILLE;KALAFONG HEIGHTS;;8
South Africa;Gauteng;ATTERIDGEVILLE;SAULSVILLE EXT 6;6;125
South Africa;Gauteng;ATTERIDGEVILLE;SAULSVILLE VILLAGE;;125
South Africa;Gauteng;ATTERIDGEVILLE;ATTERIDGEVILLE EXT 42;;8
South Africa;Gauteng;ATTERIDGEVILLE;ATTERIDGEVILLE EXT 35;6;8
South Africa;Gauteng;ATTERIDGEVILLE;VERGENOEG;6;125
South Africa;Gauteng;ATTERIDGEVILLE;SAULSVILLE EXT 7;6;125
South Africa;Gauteng;ATTERIDGEVILLE;ATTERIDGEVILLE EXT 31;6;8
South Africa;Gauteng;ATTERIDGEVILLE;ATTERIDGEVILLE EXT 41;6;8
South Africa;Gauteng;ATTERIDGEVILLE;ATTERIDGEVILLE EXT 25;6;8
South Africa;Gauteng;ATTERIDGEVILLE;SAULSVILLE BLOCK ZX;125;125
South Africa;Gauteng;AUCKLAND PARK;GREYMONT HILLS;;2092
South Africa;Mpumalanga;BADPLAAS;BADPLAAS;1190;1190
South Africa;KwaZulu-Natal;BAGQOZINI;BAGQOZINI;5138;
South Africa;Limpopo;BAKONE;PHETOLE;746;
South Africa;Limpopo;BAKONE;MADIETANE;746;
South Africa;Limpopo;BAKONE;DIBENG;746;
South Africa;Limpopo;BAKONE;PHOFFU;746;
South Africa;Limpopo;BAKONE;SEMANENG;746;
South Africa;Limpopo;BAKONE;GA-MAGOAI;746;
South Africa;Limpopo;BAKONE;GA-MASHASHANE;746;
South Africa;Limpopo;BAKONE;GA-SELOLO;757;
South Africa;Limpopo;BAKONE;GAMATLALA;746;
South Africa;Mpumalanga;BALFOUR;BALFOUR EXT 6;2410;2410
South Africa;Mpumalanga;BALFOUR;BALFOUR NORTH;2410;2410
South Africa;Mpumalanga;BALFOUR;SIYATHEMBA;2410;2410
South Africa;Mpumalanga;BALFOUR;SIYATHEMBA EXT 5;2410;2410
South Africa;KwaZulu-Natal;BALLITO;SHEFFIELD BEACH;;4420
South Africa;KwaZulu-Natal;BALLITO;ZIMBALI;4418;4439
South Africa;KwaZulu-Natal;BALLITO;ETETE;4431;
South Africa;KwaZulu-Natal;BALLITO;ZIMBALI LODGE;4422;
South Africa;KwaZulu-Natal;BALLITO;SEAWARD ESTATE;4420;4420
South Africa;KwaZulu-Natal;BALLITO;BRETTENWOOD;4409;
South Africa;KwaZulu-Natal;BALLITO;BRETTENWOOD COASTAL ESTATE;4409;
South Africa;North West;BAMOKGOKO;MAMETLHAKE;432;432
South Africa;Gauteng;BAPSFONTEIN;BAPSFONTEIN;1510;1510
South Africa;Mpumalanga;BARBERTON;ASIATIC EXT 1;1300;1300
South Africa;Mpumalanga;BARBERTON;BARBERTON EXT 1;1300;1300
South Africa;Mpumalanga;BARBERTON;BARBERTON EXT 2;1300;1300
South Africa;Mpumalanga;BARBERTON;BARBERTON EXT 3;1300;1300
South Africa;Mpumalanga;BARBERTON;BARBERTON EXT 4;1300;1300
South Africa;Mpumalanga;BARBERTON;BARBERTON EXT 5;1300;1300
South Africa;Mpumalanga;BARBERTON;BARBERTON EXT 6;1300;1300
South Africa;Mpumalanga;BARBERTON;BARBERTON EXT 7;1300;1300
South Africa;Mpumalanga;BARBERTON;NEW VILLAGE EXT 1;1300;
South Africa;Mpumalanga;BARBERTON;BARBERTON EXT;1300;1300
South Africa;Mpumalanga;BARBERTON;KWA MHOLA;1309;
South Africa;Mpumalanga;BARBERTON;NEW VILLAGE;1300;
South Africa;Mpumalanga;BARBERTON;NEW VILLAGE EXT;1300;
South Africa;Mpumalanga;BARBERTON;PHUMULA LOC;1309;
South Africa;Mpumalanga;BARBERTON;SPEARVILLE;1300;
South Africa;Mpumalanga;BARBERTON;TONETTI;1303;
South Africa;Mpumalanga;BARBERTON;CRYSBESTOS;1307;
South Africa;Mpumalanga;BARBERTON;ASIATIC EXT;1300;1300
South Africa;Mpumalanga;BARBERTON;EMJINDINI;1309;
South Africa;Mpumalanga;BARBERTON;BARBERTON EXT 9;1300;1300
South Africa;Mpumalanga;BARBERTON;BRAY STREET;1300;
South Africa;Mpumalanga;BARBERTON;BARBERTON EXT 8;1300;1300
South Africa;Mpumalanga;BARBERTON;BARBERTON EXT 14;1300;1300
South Africa;Eastern Cape;BARKLY EAST;MOSHEAH'S FORD;9786;
South Africa;Eastern Cape;BARKLY EAST;CLIFFORD;9786;
South Africa;Eastern Cape;BARKLY EAST;FAIRVIEW;;9786
South Africa;Eastern Cape;BARKLY EAST;NKULULEKO;;9786
South Africa;Eastern Cape;BARKLY EAST;BARKLY EAST;9786;9786
South Africa;Eastern Cape;BARKLY EAST;RHODES;9787;9787
South Africa;Northern Cape;BARKLY WEST;LONGLANDS;8376;
South Africa;Northern Cape;BARKLY WEST;MATALENG;8375;8375
South Africa;Northern Cape;BARKLY WEST;DE BEERSHOOGTE;8375;8375
South Africa;Northern Cape;BARKLY WEST;DELPORTSHOOP;8377;8377
South Africa;Northern Cape;BARKLY WEST;BARKLY WEST;8375;8375
South Africa;Western Cape;BARRYDALE;BARRYDALE;6750;6750
South Africa;Western Cape;BARRYDALE;SMITSVILLE;;6750
South Africa;Eastern Cape;BATHURST;BATHURST;6166;6166
South Africa;Eastern Cape;BATHURST;NOKUKHANYA;6166;6166
South Africa;Eastern Cape;BATHURST;SHAW PARK;6166;
South Africa;Eastern Cape;BATHURST;NGQESHO;;6166
South Africa;Northern Cape;BEACONSFIELD;NAIDOO PARK;8315;
South Africa;Western Cape;BEAUFORT WEST;KWA MANDLENKOSI;;6970
South Africa;Western Cape;BEAUFORT WEST;PADDAVLEI;;6970
South Africa;Western Cape;BEAUFORT WEST;LEEU-GAMKA;6950;
South Africa;Western Cape;BEAUFORT WEST;LOXTON;6985;
South Africa;Western Cape;BEAUFORT WEST;MERWEVILLE;6940;
South Africa;Western Cape;BEAUFORT WEST;MURRAYSBURG;6995;6995
South Africa;Western Cape;BEAUFORT WEST;NELSPOORT;6973;6973
South Africa;Western Cape;BEAUFORT WEST;PRINCE ALBERT ROAD;6931;
South Africa;Western Cape;BEAUFORT WEST;PRINCE VALLEY;;6970
South Africa;Western Cape;BEAUFORT WEST;ESSOPVILLE;;6970
South Africa;Western Cape;BEAUFORT WEST;HILLSIDE;;6970
South Africa;Western Cape;BEAUFORT WEST;HOSPITAL HILL;;6970
South Africa;Western Cape;BEAUFORT WEST;NEWLANDS;;6970
South Africa;Western Cape;BEAUFORT WEST;RUSTDENE;;6970
South Africa;Western Cape;BEAUFORT WEST;SIDESAVIVA;;6970
South Africa;Western Cape;BEAUFORT WEST;BEAUFORT WEST;6970;6970
South Africa;Western Cape;BEAUFORT WEST;NIEUVELD;6976;6970
South Africa;Western Cape;BEAUFORT WEST;PRINCE ALBERT;6930;6930
South Africa;Western Cape;BEAUFORT WEST;TOEKOMSRUS;;6970
South Africa;Western Cape;BEAUFORT WEST;HOOY VLAKTE;;6970
South Africa;Western Cape;BEAUFORT WEST;NEWTOWN;;6970
South Africa;Western Cape;BEAUFORT WEST;NEWLANDS EXT 5;;6970
South Africa;Western Cape;BEAUFORT WEST;HILLSIDE 2;;6970
South Africa;Western Cape;BEAUFORT WEST;HOSPITAL HILL EXT 1;;6970
South Africa;Western Cape;BEAUFORT WEST;NIEUVELD PARK;6970;6970
South Africa;Western Cape;BEAUFORT WEST;TOEKOMSRUS 2;;6970
South Africa;Eastern Cape;BEDFORD;NEW BRIGHTON;5780;
South Africa;Eastern Cape;BEDFORD;TYOKSVALLEY;;5780
South Africa;Eastern Cape;BEDFORD;BEDFORD;5780;5780
