Country;Province;City;Suburb;Box_Code;Street_Code
South Africa;Western Cape;GUGULETU;BROWNS FARM;;7750
South Africa;Western Cape;GUGULETU;LOWER CROSSROADS;7750;7750
South Africa;Western Cape;GUGULETU;HAZELDENE;;7750
South Africa;Western Cape;GUGULETU;STATION PARK;;7750
South Africa;Western Cape;GUGULETU;TAMBO SQUARE;;7750
South Africa;Western Cape;GUGULETU;SIPHO PARK;;7750
South Africa;Eastern Cape;GWALANA;GWALANA;6144;
South Africa;Eastern Cape;HACKNEY;HACKNEY;5361;
South Africa;Eastern Cape;HACKNEY;KLEIN RIVER;6351;
South Africa;Limpopo;HAENERTSBURG;TSHITANDANI;963;
South Africa;Gauteng;HALFWAY HOUSE;MIDRAND;1685;1682
South Africa;Gauteng;HALFWAY HOUSE;ALLANDALE;1685;1685
South Africa;Gauteng;HALFWAY HOUSE;CROWTHORNE;1684;1685
South Africa;Gauteng;HALFWAY HOUSE;MIDSTREAM ESTATE;1692;1692
South Africa;Gauteng;HALFWAY HOUSE;GLEN AUSTIN;1685;1685
South Africa;Gauteng;HALFWAY HOUSE;HALFWAY GARDENS;1685;1686
South Africa;Gauteng;HALFWAY HOUSE;RANDJESFONTEIN;1683;1683
South Africa;Gauteng;HALFWAY HOUSE;KYALAMI ESTATES;1684;1684
South Africa;Gauteng;HALFWAY HOUSE;KYALAMI;1684;1684
South Africa;Gauteng;HALFWAY HOUSE;KYALAMI EXT 2;1684;1684
South Africa;Gauteng;HALFWAY HOUSE;BLUE HILLS;1685;1685
South Africa;Gauteng;HALFWAY HOUSE;PRESIDENT PARK;1685;1685
South Africa;Gauteng;HALFWAY HOUSE;RANDJIES PARK;1685;1685
South Africa;Gauteng;HALFWAY HOUSE;VORNA VALLEY;1686;1686
South Africa;Gauteng;HALFWAY HOUSE;CARLSWALD;1685;1684
South Africa;Gauteng;HALFWAY HOUSE;COUNTRY VIEW EXT 1;1687;1687
South Africa;Gauteng;HALFWAY HOUSE;COUNTRY VIEW EXT 3;1687;1687
South Africa;Gauteng;HALFWAY HOUSE;GLEN AUSTIN EXT 2;1685;1685
South Africa;Gauteng;HALFWAY HOUSE;GLEN AUSTIN EXT 3;1685;1685
South Africa;Gauteng;HALFWAY HOUSE;GLEN AUSTIN EXT 1;1685;1685
South Africa;Gauteng;HALFWAY HOUSE;HALFWAY GARDENS EXT 12;1685;1686
South Africa;Gauteng;HALFWAY HOUSE;HALFWAY GARDENS EXT 4;1685;1686
South Africa;Gauteng;HALFWAY HOUSE;HALFWAY GARDENS EXT 8;1685;1686
South Africa;Gauteng;HALFWAY HOUSE;HALFWAY GARDENS EXT 7;1685;1686
South Africa;Gauteng;HALFWAY HOUSE;HALFWAY GARDENS EXT 5;1685;1686
South Africa;Gauteng;HALFWAY HOUSE;HALFWAY GARDENS EXT 19;1685;1686
South Africa;Gauteng;HALFWAY HOUSE;HALFWAY GARDENS EXT 13;1685;1686
South Africa;Gauteng;HALFWAY HOUSE;HALFWAY GARDENS EXT 1;1685;1686
South Africa;Gauteng;HALFWAY HOUSE;HALFWAY GARDENS EXT 16;1685;1686
South Africa;Gauteng;HALFWAY HOUSE;HALFWAY HOUSE EXT 12;1685;1685
South Africa;Gauteng;HALFWAY HOUSE;HALFWAY HOUSE EXT 13;1685;1685
South Africa;Gauteng;HALFWAY HOUSE;HALFWAY HOUSE EXT 2;1685;1685
South Africa;Gauteng;HALFWAY HOUSE;HALFWAY HOUSE EXT 22;1685;1685
South Africa;Gauteng;HALFWAY HOUSE;HALFWAY HOUSE EXT 4;1685;1685
South Africa;Gauteng;HALFWAY HOUSE;HALFWAY HOUSE EXT 5;1685;1685
South Africa;Gauteng;HALFWAY HOUSE;HALFWAY HOUSE EXT 6;1685;1685
South Africa;Gauteng;HALFWAY HOUSE;HALFWAY HOUSE EXT 7;1685;1685
South Africa;Gauteng;HALFWAY HOUSE;VORNA VALLEY EXT 2;1686;1686
South Africa;Gauteng;HALFWAY HOUSE;VORNA VALLEY EXT 35;1686;1686
South Africa;Gauteng;HALFWAY HOUSE;VORNA VALLEY EXT 30;1686;1686
South Africa;Gauteng;HALFWAY HOUSE;COUNTRY VIEW;1687;1687
South Africa;Gauteng;HALFWAY HOUSE;AUSTINVIEW EXT 1;1685;1685
South Africa;Gauteng;HALFWAY HOUSE;KYALAMI HILLS EXT 9;1684;1684
South Africa;Gauteng;HALFWAY HOUSE;MIDRAND EXT 9;;1682
South Africa;Gauteng;HALFWAY HOUSE;KYALAMI AH EXT 1;;1684
South Africa;Gauteng;HALFWAY HOUSE;WITPOORT;;1684
South Africa;Gauteng;HALFWAY HOUSE;WILLAWAY;;1684
South Africa;Gauteng;HALFWAY HOUSE;MIDRAND EXT 14;;1682
South Africa;Gauteng;HALFWAY HOUSE;MIDRAND EXT 7;;1682
South Africa;Gauteng;HALFWAY HOUSE;KYALAMI HILLS EXT 3;1684;1684
South Africa;Gauteng;HALFWAY HOUSE;KYALAMI HILLS;1684;1684
South Africa;Gauteng;HALFWAY HOUSE;KYALAMI HILLS EXT 5;1684;1684
South Africa;Gauteng;HALFWAY HOUSE;MIDRAND EXT 10;;1682
South Africa;Gauteng;HALFWAY HOUSE;MIDSTREAM ESTATE EXT 37;;1692
South Africa;Gauteng;HALFWAY HOUSE;MIDSTREAM ESTATE EXT 18;1692;1692
South Africa;Gauteng;HALFWAY HOUSE;MIDSTREAM EXT 41;1692;1692
South Africa;Gauteng;HALFWAY HOUSE;MIDSTREAM EXT 26;1692;1692
South Africa;Gauteng;HALFWAY HOUSE;HALFWAY GARDENS EXT 57;1685;1686
South Africa;Gauteng;HALFWAY HOUSE;HALFWAY GARDENS EXT 128;1685;1685
South Africa;Gauteng;HALFWAY HOUSE;HALFWAY GARDENS EXT 3;1685;1686
South Africa;Eastern Cape;HALSETON;HALSETON;5425;
South Africa;Eastern Cape;HAMBURG;HAMBURG;5641;5641
South Africa;Gauteng;HAMMANSKRAAL;STINKWATER;;407
South Africa;Gauteng;HAMMANSKRAAL;KUDUBE;400;
South Africa;Gauteng;HAMMANSKRAAL;TRUST FARM;400;
South Africa;Gauteng;HAMMANSKRAAL;MMOTLA;407;407
South Africa;Gauteng;HAMMANSKRAAL;SWARTDAM;405;405
South Africa;Gauteng;HAMMANSKRAAL;EERSTERUS;401;407
South Africa;Gauteng;HAMMANSKRAAL;MOGOGELO;422;422
South Africa;Gauteng;HAMMANSKRAAL;DILOPYE;424;
South Africa;Gauteng;HAMMANSKRAAL;SEKAMPANENG;425;425
South Africa;Gauteng;HAMMANSKRAAL;NEW EERSTERUS;429;429
South Africa;Gauteng;HAMMANSKRAAL;MAROKOLONG;434;400
South Africa;Gauteng;HAMMANSKRAAL;BAMOKGOKO;432;
South Africa;Gauteng;HAMMANSKRAAL;LEFIFI;435;
South Africa;Gauteng;HAMMANSKRAAL;MAJANENG;402;402
South Africa;Gauteng;HAMMANSKRAAL;MAKAPAANSTAD;404;404
South Africa;Gauteng;HAMMANSKRAAL;MPHE-BATHO;412;412
South Africa;Gauteng;HAMMANSKRAAL;MUTLESTAD;413;
South Africa;Gauteng;HAMMANSKRAAL;NOKANENG;435;
South Africa;Gauteng;HAMMANSKRAAL;PANKOP;414;432
South Africa;Gauteng;HAMMANSKRAAL;RAMOTSE;407;407
South Africa;Gauteng;HAMMANSKRAAL;SEABE;417;417
South Africa;Gauteng;HAMMANSKRAAL;SKILPADFONTEIN;431;
South Africa;Gauteng;HAMMANSKRAAL;REFENTSE;426;407
South Africa;Gauteng;HAMMANSKRAAL;REFENTSE WEST;426;
South Africa;Gauteng;HAMMANSKRAAL;MANDELA VILLAGE;;407
South Africa;Gauteng;HAMMANSKRAAL;TEMBA UNIT 7A;;407
South Africa;Gauteng;HAMMANSKRAAL;KANANA;400;407
South Africa;Gauteng;HAMMANSKRAAL;SEKAMPANENG BLOCK B;;425
South Africa;Gauteng;HAMMANSKRAAL;TAMBOVILLE;407;407
South Africa;Gauteng;HAMMANSKRAAL;RENSTOWN;400;400
South Africa;Gauteng;HAMMANSKRAAL;KANANA EXT 1;400;407
South Africa;Gauteng;HAMMANSKRAAL;KEKANA GARDENS;400;407
South Africa;Gauteng;HAMMANSKRAAL;KEKANA GARDENS BLOCK 1;400;407
South Africa;KwaZulu-Natal;HAMMARSDALE;GEORGEDALE;3710;
South Africa;KwaZulu-Natal;HAMMARSDALE;MPUMA;3700;
South Africa;KwaZulu-Natal;HAMMARSDALE;SANKONTSHE;3700;
South Africa;KwaZulu-Natal;HAMMARSDALE;MONTESEEL;3670;3670
South Africa;KwaZulu-Natal;HAMMARSDALE;HAMMARSDALE;3700;3699
South Africa;KwaZulu-Natal;HAMMARSDALE;HOPEWELL;3705;
South Africa;KwaZulu-Natal;HAMMARSDALE;INCHANGA;3670;3670
South Africa;KwaZulu-Natal;HAMMARSDALE;MOPHELA;3700;
South Africa;KwaZulu-Natal;HAMMARSDALE;MPUMALANGA;3701;3699
South Africa;KwaZulu-Natal;HAMMARSDALE;PHANEKENI;3700;
South Africa;KwaZulu-Natal;HAMMARSDALE;RICHMOND;3780;3780
South Africa;KwaZulu-Natal;HAMMARSDALE;RIET VALLEY;3670;
South Africa;KwaZulu-Natal;HAMMARSDALE;SHAWUKA;3700;
South Africa;KwaZulu-Natal;HAMMARSDALE;UMLAAS ROAD;3730;
South Africa;KwaZulu-Natal;HAMMARSDALE;CAMPERDOWN;3720;3720
South Africa;KwaZulu-Natal;HAMMARSDALE;NSHONGWENI;3690;
South Africa;KwaZulu-Natal;HAMMARSDALE;CLIFFDALE;3700;
South Africa;KwaZulu-Natal;HAMMARSDALE;ENHLANZENI;3700;
South Africa;KwaZulu-Natal;HAMMARSDALE;FREDVILLE;3700;
South Africa;KwaZulu-Natal;HAMMARSDALE;MPUMALANGA A;;3701
South Africa;KwaZulu-Natal;HAMMARSDALE;MPUMALANGA B;;3701
South Africa;KwaZulu-Natal;HAMMARSDALE;MPUMALANGA C;;3701
South Africa;KwaZulu-Natal;HAMMARSDALE;MPUMALANGA D;;3701
South Africa;KwaZulu-Natal;HAMMARSDALE;MPUMALANGA E;;3701
South Africa;KwaZulu-Natal;HAMMARSDALE;MPUMALANGA F;;3701
South Africa;KwaZulu-Natal;HAMMARSDALE;MPUMALANGA G;;3701
South Africa;KwaZulu-Natal;HAMMARSDALE;MPUMALANGA H;;3701
South Africa;KwaZulu-Natal;HAMMARSDALE;MPUMALANGA EAST;;3701
South Africa;Eastern Cape;HANKEY;HANKEY;6350;6350
South Africa;Eastern Cape;HANKEY;PHILIPSVILLE;6350;
South Africa;Eastern Cape;HANKEY;WESTON;6350;
South Africa;Eastern Cape;HANKEY;CENTERTON;6350;
South Africa;Eastern Cape;HANKEY;HANKEY EXT 3;6350;6350
South Africa;Eastern Cape;HANKEY;HANKEY EXT 4;6350;6350
South Africa;Northern Cape;HANOVER;KWEZI;7005;
South Africa;Northern Cape;HANOVER;TORNADOVILLE;7005;
South Africa;KwaZulu-Natal;HARDING;WINTERTON;;4680
South Africa;KwaZulu-Natal;HARDING;KWAMACHI;4682;
South Africa;KwaZulu-Natal;HARDING;HLUKU;4688;
South Africa;KwaZulu-Natal;HARDING;KWABHUBESI;4684;
South Africa;KwaZulu-Natal;HARDING;KWAMAYIBUYE;4643;
South Africa;KwaZulu-Natal;HARDING;KWAMBUTHUMA;4689;
South Africa;KwaZulu-Natal;HARDING;KWAVEZI;4680;
South Africa;KwaZulu-Natal;HARDING;MTAMVUNA;4683;
South Africa;KwaZulu-Natal;HARDING;SANTOMBE;4687;
South Africa;KwaZulu-Natal;HARDING;STAFFORD'S POST;4686;
South Africa;KwaZulu-Natal;HARDING;SUNNINGVALE;4680;
South Africa;KwaZulu-Natal;HARDING;DEEMOUNT;4681;
South Africa;Free State;HARRISMITH;HARRISMITH EXT 1;;9880
South Africa;Free State;HARRISMITH;HARRISMITH EXT 2;;9880
South Africa;Free State;HARRISMITH;INTABAZWE;;9880
South Africa;Free State;HARRISMITH;SWINBURNE;9883;
South Africa;Free State;HARRISMITH;VAN REENEN;3372;
South Africa;Free State;HARRISMITH;VERKYKERSKOP;9882;
South Africa;Free State;HARRISMITH;TSIAME;9885;
South Africa;Free State;HARRISMITH;BERGSIG;;9880
South Africa;Free State;HARRISMITH;PHOMOLONG;;9880
South Africa;Free State;HARRISMITH;WILGERPARK;;9880
South Africa;Free State;HARRISMITH;HARRISMITH;9880;9880
South Africa;Free State;HARRISMITH;INTABAZWE EXT 1;;9880
South Africa;North West;HARTBEESFONTEIN;TIGANE;2600;2600
South Africa;North West;HARTBEESFONTEIN;TIGANE EXT 1;2600;2600
South Africa;North West;HARTBEESFONTEIN;TIGANE EXT 4;2600;2600
South Africa;North West;HARTBEESFONTEIN;TIGANE EXT 3;2600;2600
South Africa;North West;HARTBEESFONTEIN;TIGANE EXT 6;2600;2600
South Africa;North West;HARTBEESPOORT;MEERHOF;216;216
South Africa;North West;HARTBEESPOORT;MELODIE;216;216
South Africa;North West;HARTBEESPOORT;SCHOEMANSVILLE;216;216
South Africa;North West;HARTBEESPOORT;XANADU CROSSING;279;
South Africa;North West;HARTBEESPOORT;XANADU;279;279
South Africa;North West;HARTBEESPOORT;MELODIE EXT 28;216;216
South Africa;North West;HARTBEESPOORT;MELODIE EXT 16;216;216
South Africa;North West;HARTBEESPOORT;KIKUYU ESTATE;216;216
South Africa;Western Cape;HARTENBOS;HARTENBOS HILLS;;6520
South Africa;Western Cape;HARTENBOS;HARTENBOS ATKV;;6520
South Africa;Western Cape;HARTENBOS;BAY VIEW;;6520
South Africa;Western Cape;HARTENBOS;ISLAND VIEW;;6520
South Africa;Northern Cape;HARTSWATER;GATAUTE;8567;
South Africa;Northern Cape;HARTSWATER;GREEN GRASS;8568;
South Africa;Northern Cape;HARTSWATER;KHUDUTLOU;8569;
South Africa;Northern Cape;HARTSWATER;POKWANI;8565;8565
South Africa;Northern Cape;HARTSWATER;BONITAPARK;;8570
South Africa;Northern Cape;HARTSWATER;HARTSWATER;8570;8570
South Africa;Gauteng;HATFIELD;BRYNTIRION;;83
South Africa;Gauteng;HATFIELD;COLBYN;;83
South Africa;Mpumalanga;HAZYVIEW;NSIKAZI;1240;1240
South Africa;Mpumalanga;HAZYVIEW;MAHUSHU;1253;
South Africa;Mpumalanga;HAZYVIEW;MKHUHLU;1246;
South Africa;Mpumalanga;HAZYVIEW;PHOLA;1240;1240
South Africa;Western Cape;HEATHFIELD;ELFINDALE EST;;7945
South Africa;Western Cape;HEATHFIELD;SUNBURY EST;;7945
South Africa;North West;HEBRON;MATSHELAPATA SECTION;193;193
South Africa;Mpumalanga;HECTORSPRUIT;NTUNDA;1330;
South Africa;Gauteng;HEIDELBERG;RENSBURG;1439;1441
South Africa;Gauteng;HEIDELBERG;BERGSIG;1442;1441
South Africa;Gauteng;HEIDELBERG;RATANDA;1443;1441
South Africa;Gauteng;HEIDELBERG;RATANDA EXT 6;;1441
South Africa;Gauteng;HEIDELBERG;RATANDA EXT 1;;1441
South Africa;Gauteng;HEIDELBERG;RATANDA EXT 4;;1441
South Africa;Gauteng;HEIDELBERG;RATANDA EXT 5;;1441
South Africa;Gauteng;HEIDELBERG;SHALIMAR RIDGE;;1441
South Africa;Gauteng;HEIDELBERG;BERGSIG EXT 9;1442;
South Africa;Gauteng;HEIDELBERG;JOE SLOVO PARK;;6665
South Africa;Gauteng;HEIDELBERG;THEODON;1440;
South Africa;Gauteng;HEIDELBERG;WHITESANDS;6666;
South Africa;Gauteng;HEIDELBERG;JORDAANPARK;;1441
South Africa;Gauteng;HEIDELBERG;OVERKRUIN;1444;1441
South Africa;Gauteng;HEIDELBERG;HEIDELBERG EXT 16;;1441
South Africa;Gauteng;HEIDELBERG;HEIDELBERG EXT 3;;1441
South Africa;Gauteng;HEIDELBERG;RATANDA EXT 3;;1441
South Africa;Gauteng;HEIDELBERG;RATANDA EXT 7;;1441
South Africa;Gauteng;HEIDELBERG;RATANDA EXT 23;;1441
South Africa;Gauteng;HEIDELBERG;RATANDA EXT 8;;1441
South Africa;Gauteng;HEIDELBERG;HEIDELBERG EXT 9;1442;1441
South Africa;Gauteng;HEIDELBERG;HEIDELBERG EXT 5;1438;1441
South Africa;Gauteng;HEIDELBERG;RATANDA EXT 26;;1441
South Africa;Gauteng;HEIDELBERG;HEIDELBERG EXT 23;;1441
South Africa;Gauteng;HEIDELBERG;SLANGRIVIER;6667;
South Africa;Gauteng;HEIDELBERG;HEIDELBERG EXT 26;1438;1441
South Africa;Gauteng;HEIDELBERG;HEIDELBERG EXT 2;1438;1441
South Africa;Free State;HEILBRON;PHIRITONA;9651;9651
South Africa;Free State;HEILBRON;NEW LOCATION;;9650
South Africa;Free State;HEILBRON;SANDERSVILLE;;9650
South Africa;Free State;HEILBRON;VEGKOP;;9650
South Africa;Free State;HEILBRON;HEILBRON;9650;9650
South Africa;Mpumalanga;HENDRINA;HENDRINA;1095;1095
South Africa;Mpumalanga;HENDRINA;KWAZAMOKUHLE;1098;1098
South Africa;Mpumalanga;HENDRINA;PULLENS HOPE;1096;1096
South Africa;Mpumalanga;HENDRINA;HENDRINA EXT 4;1095;1095
South Africa;Free State;HENNEMAN;PHOMOLONG;9447;
South Africa;Free State;HENNENMAN;HENNENMAN;9445;9445
South Africa;Gauteng;HERCULES;BOOYSENS EXT 1;;82
South Africa;Gauteng;HERCULES;KAMEELDRIF WEST;68;
South Africa;Gauteng;HERCULES;BOOYSENS;;82
South Africa;Gauteng;HERCULES;CLAREMONT;;82
South Africa;Gauteng;HERCULES;HERMANSTAD;;82
South Africa;Gauteng;HERCULES;NICOMAR;;82
South Africa;Gauteng;HERCULES;PRETORIA GARDENS;;82
South Africa;Western Cape;HERMANUS;FISHERHAVEN;;7200
South Africa;Western Cape;HERMANUS;KINGSWOOD;;7201
South Africa;Western Cape;HERMANUS;PEACH HOUSE;;7200
South Africa;Western Cape;HERMANUS;SANDBAAI;7200;7200
South Africa;Western Cape;HERMANUS;STANFORD;7210;7210
South Africa;Western Cape;HERMANUS;EASTCLIFF;;7200
South Africa;Western Cape;HERMANUS;HAWSTON EXT 3;;7202
South Africa;Western Cape;HERMANUS;HERMANUS HEIGHTS;7200;7200
South Africa;Western Cape;HERMANUS;MARKET SQUARE;;7200
South Africa;Western Cape;HERMANUS;MOUNT PLEASANT;;7200
South Africa;Western Cape;HERMANUS;NORTHCLIFF;;7200
South Africa;Western Cape;HERMANUS;VOELKLIP;;7200
South Africa;Western Cape;HERMANUS;WESTCLIFF;;7200
South Africa;Western Cape;HERMANUS;HAWSTON;7202;7202
South Africa;Western Cape;HERMANUS;HERMANUS;7200;7200
South Africa;Western Cape;HERMANUS;ONRUS RIVER;7201;7201
South Africa;Western Cape;HERMANUS;WESTDENE;;7200
South Africa;Western Cape;HERMANUS;ZWELIHLE;;7200
South Africa;Eastern Cape;HERSCHEL;WITTARBERGEN;9756;
South Africa;Free State;HERTZOGVILLE;MALEBOGO;9482;9482
South Africa;Free State;HERTZOGVILLE;HERTZOGVILLE;9482;9482
South Africa;KwaZulu-Natal;HIBBERDENE;HIBBERDENE;4220;4220
South Africa;KwaZulu-Natal;HIBBERDENE;KLOOF END;4220;
South Africa;KwaZulu-Natal;HIBBERDENE;LINDELANI;4220;
South Africa;KwaZulu-Natal;HIBBERDENE;PUMULA CAFE;4220;
South Africa;KwaZulu-Natal;HIBBERDENE;SPORTS CLUB;4220;
South Africa;KwaZulu-Natal;HIBBERDENE;BUHLEBUYEZA;4220;
South Africa;KwaZulu-Natal;HIBBERDENE;THUTHUKANI;4200;
South Africa;KwaZulu-Natal;HIBBERDENE;TOP SHOP;4220;
South Africa;KwaZulu-Natal;HIBBERDENE;UMZUMBE;4225;4225
South Africa;KwaZulu-Natal;HIBBERDENE;WILDER VALLEY;4220;
South Africa;KwaZulu-Natal;HIBBERDENE;WOOD STORE;4220;
South Africa;KwaZulu-Natal;HIBBERDENE;WOODGRANGE ON SEA;4220;4220
South Africa;KwaZulu-Natal;HIBBERDENE;CLIFTON PARK;4221;
South Africa;KwaZulu-Natal;HIBBERDENE;PUMULA;;4235
South Africa;KwaZulu-Natal;HIGHFLATS;HLOKOSI;3306;
South Africa;KwaZulu-Natal;HIGHFLATS;JOLIVET;3305;
South Africa;KwaZulu-Natal;HIGHFLATS;KWA THATHANI;3306;
South Africa;KwaZulu-Natal;HIGHFLATS;NDWEBU;3306;
South Africa;KwaZulu-Natal;HIGHFLATS;NDWEBU 1;3306;
South Africa;KwaZulu-Natal;HIGHFLATS;NDWEBU 2;3306;
South Africa;KwaZulu-Natal;HIGHFLATS;EMAZABEKWENI;3306;
South Africa;KwaZulu-Natal;HILLCREST;ST HELIER;;3610
South Africa;KwaZulu-Natal;HILLCREST;PEACEVALE;3624;3000
South Africa;KwaZulu-Natal;HILLCREST;LE DOMAINE;3626;3610
South Africa;KwaZulu-Natal;HILLCREST;LAKEVILLE;1516;
South Africa;KwaZulu-Natal;HILLCREST;KWANGCOLOSI;3650;
South Africa;KwaZulu-Natal;HILLCREST;BOTHAS HILL;3660;3610
South Africa;KwaZulu-Natal;HILLCREST;RIVERVIEW;3650;
South Africa;KwaZulu-Natal;HILLCREST;SALEM;3650;
South Africa;KwaZulu-Natal;HILLCREST;ASSAGAY;3624;3610
South Africa;KwaZulu-Natal;HILLCREST;WEST RIDING;;3610
South Africa;KwaZulu-Natal;HILLCREST;FARMLAND;;3610
South Africa;KwaZulu-Natal;HILLCREST;EMANSENSENI;;3610
South Africa;KwaZulu-Natal;HILLCREST;KWA-NGCOLOSI;3655;
South Africa;KwaZulu-Natal;HILLCREST;CRESTVIEW;;3610
South Africa;KwaZulu-Natal;HILLCREST;GREEN MEADOW COUNTRY ESTATE;;3610
South Africa;KwaZulu-Natal;HILTON;WINTERSKLOOF;3245;3201
South Africa;KwaZulu-Natal;HLABISA;GEZUBUSO;3937;
South Africa;KwaZulu-Natal;HLABISA;HLALANATHI;3939;
South Africa;KwaZulu-Natal;HLABISA;HLAMBANYATHI;3937;
South Africa;KwaZulu-Natal;HLABISA;GWEGWEDE;3937;
South Africa;KwaZulu-Natal;HLABISA;MPEMBENI;3937;
South Africa;KwaZulu-Natal;HLABISA;NHLWATHI;3937;
South Africa;KwaZulu-Natal;HLABISA;THEMBENI;3937;
South Africa;KwaZulu-Natal;HLOBANE;VAALBANK;3145;
South Africa;KwaZulu-Natal;HLUHLUWE;HLUHLUWE;3960;
South Africa;KwaZulu-Natal;HLUHLUWE;KWA MPUKANE;3950;
South Africa;KwaZulu-Natal;HLUHLUWE;MAKHASA;3960;
South Africa;KwaZulu-Natal;HLUHLUWE;MFEKAYI;3960;
South Africa;KwaZulu-Natal;HLUHLUWE;NCWABAKAZI;3960;
South Africa;KwaZulu-Natal;HLUHLUWE;PHUMU' ZAKHELE;3960;
South Africa;KwaZulu-Natal;HLUHLUWE;SIPHOSABADLETSHE;3960;
South Africa;KwaZulu-Natal;HLUHLUWE;BUHLEBENDABUKO;3960;
South Africa;KwaZulu-Natal;HLUHLUWE;BUKIMVELO;3960;
South Africa;KwaZulu-Natal;HLUHLUWE;EZIFUNDENI;3960;
South Africa;KwaZulu-Natal;HLUHLUWE;KWAMAKHASA;3961;
South Africa;Mpumalanga;HLUVUKANI;GOTTENBURG;1363;
South Africa;Mpumalanga;HLUVUKANI;MANYELETI;1362;
South Africa;Mpumalanga;HLUVUKANI;GA-PHARIA;1364;
South Africa;Free State;HOBHOUSE;DIPELANENG;9740;
South Africa;Free State;HOBHOUSE;HOBHOUSE;9740;9740
South Africa;Limpopo;HOEDSPRUIT;KAMPERSRUS;1371;
South Africa;Limpopo;HOEDSPRUIT;HOEDSPRUIT;1380;1380
South Africa;Limpopo;HOEDSPRUIT;MICA;1382;
South Africa;Limpopo;HOEDSPRUIT;THE OAKS;1384;
South Africa;Limpopo;HOEDSPRUIT;DRAKENSIG;1380;1380
South Africa;Eastern Cape;HOFMEYR;HOFMEYR OLD TSP;;5930
South Africa;Eastern Cape;HOFMEYR;LUXOLWENI;;5930
South Africa;Eastern Cape;HOFMEYR;TWINSVILLE;;5930
South Africa;Eastern Cape;HOFMEYR;HOFMEYR;5930;5930
South Africa;Eastern Cape;HOGSBACK;HOGSBACK;5721;
South Africa;Gauteng;HONEYDEW;HONEY PARK EXT 10;2040;2188
South Africa;Gauteng;HONEYDEW;HONEY PARK EXT 21;2040;2188
South Africa;Gauteng;HONEYDEW;HONEY PARK EXT 18;;2188
South Africa;Gauteng;HONEYDEW;SAFFRON GARDENS;;2188
South Africa;Free State;HOOPSTAD;BULTFONTEIN;9670;9670
South Africa;Free State;HOOPSTAD;TIKWANA;9489;
South Africa;Free State;HOOPSTAD;HOOPSTAD;9479;9479
South Africa;Western Cape;HOPEFIELD;OUDEKRAALFONTEIN;;7355
South Africa;Western Cape;HOPEFIELD;HOPEFIELD;7355;7355
South Africa;Northern Cape;HOPETOWN;GROOTWATER;8751;
South Africa;Northern Cape;HOPETOWN;KRAANKUIL;8760;
South Africa;Northern Cape;HOPETOWN;KRAANKUILSTASIE;8760;
South Africa;Northern Cape;HOPETOWN;BELMONT;8720;
South Africa;Northern Cape;HOPETOWN;ORANGE RIVER;8751;
South Africa;Northern Cape;HOPETOWN;STEYNVILLE;;8750
South Africa;Northern Cape;HOTAZEL;HOTAZEL;8490;8490
South Africa;Northern Cape;HOTAZEL;SANTOY;8491;
South Africa;Northern Cape;HOTAZEL;VAN ZYLSRUS;8467;
South Africa;Western Cape;HOUT BAY;IMIZAMO YETHU;;7806
South Africa;Western Cape;HOUT BAY;BERG EN DAL;;7806
South Africa;Western Cape;HOUT BAY;MANDELA PARK;;7806
South Africa;Western Cape;HOUT BAY;BOKKEMANSKLOOF;7806;7806
South Africa;Western Cape;HOUT BAY;BEACH EST;;7806
South Africa;Western Cape;HOUT BAY;HOUT BAY HEIGHTS;;7806
South Africa;Western Cape;HOUT BAY;PENZANCE EST;;7806
South Africa;Western Cape;HOUT BAY;VALLEY EST;;7806
South Africa;Western Cape;HOUT BAY;SCOTT ESTATE;;7806
South Africa;Western Cape;HOUT BAY;BERG EN DAL ESTATE;;7806
South Africa;Western Cape;HOUT BAY;KLEIN LEEUKOP ESTATE;;7806
South Africa;KwaZulu-Natal;HOWICK;GLENSIDE;3247;
South Africa;KwaZulu-Natal;HOWICK;GREENDALE PARK;3290;3290
South Africa;KwaZulu-Natal;HOWICK;HOWICK NORTH;;3290
South Africa;KwaZulu-Natal;HOWICK;BALGOWAN;3275;
South Africa;KwaZulu-Natal;HOWICK;STEPMORE;3283;
South Africa;KwaZulu-Natal;HOWICK;KAARKLOOF;3275;
South Africa;KwaZulu-Natal;HOWICK;HARBURG;3248;
South Africa;KwaZulu-Natal;HOWICK;HIMEVILLE;3256;
South Africa;KwaZulu-Natal;HOWICK;MPHOPHOMENI;3309;
South Africa;KwaZulu-Natal;HOWICK;KARKLOOF;3299;
South Africa;KwaZulu-Natal;HOWICK;LIDGETTON;3270;
South Africa;KwaZulu-Natal;HOWICK;LIONS RIVER;3260;
South Africa;KwaZulu-Natal;HOWICK;LOURDES;3284;
South Africa;KwaZulu-Natal;HOWICK;MALENGE;3267;
South Africa;KwaZulu-Natal;HOWICK;MERRIVALE;3291;3291
South Africa;KwaZulu-Natal;HOWICK;NKELABANTWANA;3246;
South Africa;KwaZulu-Natal;HOWICK;BROTENI;3228;
South Africa;KwaZulu-Natal;HOWICK;BULWER;3244;
South Africa;KwaZulu-Natal;HOWICK;TWEEDIE;3255;
South Africa;KwaZulu-Natal;HOWICK;ENKULEKWENI;3302;
South Africa;KwaZulu-Natal;HOWICK;LANDVIEW;3303;
South Africa;KwaZulu-Natal;HOWICK;DEEPDALE STATION;;3224
